Customer_ID,Name,Email,Phone,Age,Gender,Income,Customer_Segment
28689,Miranda York,Larry76@gmail.com,7007109808,37,Female,High,Regular
17098,Jeff Little,Joshua45@gmail.com,4759763256,26,Female,High,Regular
59565,Sheila Grant,Caleb46@gmail.com,5369056472,39,Female,Medium,Regular
14899,Adam Decker,Matthew8@gmail.com,4132073431,18,Male,Medium,Regular
95391,Brandy Dyer,Robert47@gmail.com,3957324586,64,Male,Low,Regular
66817,Richard Ortiz,Erica81@gmail.com,5502920164,41,Female,High,Regular
93866,Zachary Diaz,Jean66@gmail.com,7690958509,32,Female,Medium,Regular
11393,Jerry Chaney,Ronald76@gmail.com,1931018021,46,Male,High,Regular
88381,Chelsea Leonard,Michele83@gmail.com,5921288191,57,Female,Low,Regular
95670,Heather Bailey,Christopher39@gmail.com,1517977881,39,Male,Low,Regular
92028,Tracy Farmer,Willie26@gmail.com,3960951206,48,Male,Medium,Regular
26172,Samuel Mclaughlin,Benjamin14@gmail.com,5993222534,23,Female,Low,Regular
89528,Thomas Wilson,Michael58@gmail.com,2178869807,36,Male,High,Regular
39728,Derek Perez,Brandon75@gmail.com,2175018981,50,Male,High,Regular
10237,Michael Walker,Richard51@gmail.com,6545018464,64,Male,Medium,Regular
25605,Jim Hansen,Lindsey42@gmail.com,2171598460,60,Male,Low,Regular
88816,Michael Ramirez,Margaret32@gmail.com,8132474319,43,Female,Low,Regular
75143,Diane Stewart,Richard77@gmail.com,9067158971,59,Male,High,Regular
12884,Joseph Barnes,Charles57@gmail.com,8142641936,40,Male,High,Regular
47483,Tonya Moss,Maria26@gmail.com,1130620699,68,Female,Medium,Regular
33012,Sarah Reyes,Christina94@gmail.com,3874565921,21,Male,Low,Regular
74001,Craig Powell,Michael35@gmail.com,1511161741,70,Male,Medium,Regular
66660,Margaret Kaufman,Terry63@gmail.com,6869060509,47,Female,Medium,Regular
48512,Crystal Edwards,Kerri97@gmail.com,3246657725,62,Female,Low,Regular
88539,Anne Andrews,Kevin74@gmail.com,2455126936,35,Male,Low,Regular
22236,Vincent Lewis,John3@gmail.com,7646317127,40,Male,Medium,Regular
52755,Alexandra Daniel,Crystal39@gmail.com,3118542635,20,Male,Low,Regular
88053,Laura Castillo,David67@gmail.com,8470185426,55,Male,High,Regular
73450,Christopher Burke,Sherry94@gmail.com,7518407661,36,Female,Medium,Regular
74006,Gabriel Lamb,Curtis52@gmail.com,7626451624,36,Male,Medium,Regular
82037,Jennifer Stone,Cameron78@gmail.com,4807595423,51,Male,Low,Regular
64755,Natasha Carroll,Luke43@gmail.com,6111435276,47,Male,Low,Regular
97514,Amanda Moore DDS,Rebecca19@gmail.com,4947701114,67,Male,Medium,Regular
77277,Nathan Nelson,Ann36@gmail.com,9690257718,26,Male,Low,Regular
79487,Elizabeth Rowe,Erica20@gmail.com,5091505745,39,Male,Low,Regular
73524,Jonathan Miller,Rachel76@gmail.com,2239329151,51,Male,Low,Regular
77202,Jamie Morales,Richard68@gmail.com,7649738751,56,Male,Medium,Regular
61206,Alexandria Gonzalez,Brandon98@gmail.com,9854139702,34,Male,Medium,Regular
79248,Gregory Reed,Teresa13@gmail.com,1720309455,67,Male,Medium,Regular
61351,Megan Rice,Danielle48@gmail.com,9270051321,61,Male,Medium,Regular
76742,Matthew Holland,Phillip42@gmail.com,8413245765,57,Female,Medium,Regular
11288,Olivia Shea,Kristin80@gmail.com,7932281309,65,Female,Medium,Regular
34843,John Payne,Selena96@gmail.com,5789638037,32,Male,Low,Regular
38118,Thomas Stein,Charles6@gmail.com,2290444484,51,Male,Medium,Regular
74050,Ryan Brown,David23@gmail.com,4546503386,52,Male,Low,Regular
68547,Shannon Cooper,Connor76@gmail.com,8131788798,36,Male,Low,Regular
46019,Thomas Mcbride,Caitlin79@gmail.com,6726068772,23,Male,Low,Regular
24134,Mitchell Mueller,Grant90@gmail.com,4047384437,29,Male,Low,Regular
72352,Connie Hill,Cynthia77@gmail.com,9881852769,51,Female,Medium,Regular
32937,Adrienne Wright,Candace61@gmail.com,5541054086,37,Male,Medium,Regular
67942,Pamela Smith,Lisa87@gmail.com,5026848745,36,Male,Low,Regular
16597,Leslie Decker,Larry66@gmail.com,8576916937,70,Male,Medium,Regular
58115,Julie Moore,Nicholas97@gmail.com,8963506676,68,Male,Medium,Regular
58363,William Mcclain,Latoya48@gmail.com,3526865912,35,Male,Medium,Regular
71025,Tim Graham,Larry12@gmail.com,8850055537,44,Male,Medium,Regular
39803,Joy Allen,Christopher60@gmail.com,6347154909,55,Female,Medium,Regular
27495,Devin Rodriguez,Robert17@gmail.com,9617585299,59,Male,Medium,Regular
22191,Jose Diaz,Julian98@gmail.com,7905836276,64,Female,Low,Regular
43816,Lacey Gray,James69@gmail.com,8220783421,21,Female,Low,Regular
78184,Joseph Willis,Samantha75@gmail.com,4092027102,28,Female,Medium,Regular
67970,Jonathan Edwards,Charles24@gmail.com,9501020895,65,Male,High,Regular
28554,Carla Stein,Lynn54@gmail.com,3950729417,43,Female,Medium,Regular
84475,Carl Jenkins,Janice60@gmail.com,2408165951,59,Female,Medium,Regular
80529,Brittany Leon,Timothy19@gmail.com,2374822702,38,Female,Medium,Regular
89086,Ronald Kim,Bruce5@gmail.com,6749868705,32,Female,Medium,Regular
21224,Anne Larson,Megan75@gmail.com,1417808242,49,Female,Medium,Regular
13256,Robert Lee,Angela80@gmail.com,2435297056,18,Male,Medium,Regular
16846,Fernando Lawson,David43@gmail.com,9639372692,23,Male,Medium,Regular
11135,Brenda Webster,Stephen32@gmail.com,8745554657,37,Male,Low,Regular
57550,Miss Adrienne Walker MD,Angela57@gmail.com,7170567565,32,Male,Low,Regular
19537,David Parker,Betty83@gmail.com,5793653555,35,Female,Low,Regular
93979,Sarah Hess,Tammy57@gmail.com,5973779364,0,Female,Low,Regular
40113,Jack Davies,Anthony34@gmail.com,1490517260,30,Female,Low,Regular
49175,Cynthia Fisher,Gregory76@gmail.com,9764088137,45,Male,Low,Regular
57144,Melissa Jones,Calvin99@gmail.com,6556192429,70,Male,High,Regular
35222,Madeline Taylor,Michelle21@gmail.com,7158674453,61,Female,Medium,Regular
80366,Steven Sullivan,Matthew19@gmail.com,4642530908,44,Male,Medium,Regular
49922,Veronica Gregory,Todd76@gmail.com,9447882255,26,Male,Medium,Regular
29333,Justin Jackson,Barbara12@gmail.com,4423586132,70,Male,Low,Regular
73664,Ann Douglas,Trevor77@gmail.com,7627538396,46,Male,Medium,Regular
42831,Ian West,Russell62@gmail.com,9037858587,52,Male,Medium,Regular
11577,Mrs. Kimberly Austin MD,Beverly23@gmail.com,3125448485,63,Female,High,Regular
39581,Ryan Richmond DVM,Alan38@gmail.com,2588829938,55,Male,Medium,Regular
48777,Donna Hodges,Marcus19@gmail.com,1628883121,23,Female,Medium,Regular
13265,Victoria Mclaughlin,Heather3@gmail.com,3575437945,40,Female,Medium,Regular
30726,Christopher Barton,Tracy63@gmail.com,2446704691,64,Male,Medium,Regular
78509,Joshua Hatfield,Wendy13@gmail.com,9421494452,45,Female,High,Regular
18932,Karina Wade,Frances39@gmail.com,7321385285,40,Female,High,Regular
39003,Shelby Perry,Keith98@gmail.com,1176517362,23,Female,High,Regular
15698,Debbie Sanchez,Daniel89@gmail.com,7325858389,50,Male,Medium,Regular
78206,Ana Perez,Evan40@gmail.com,6840284908,24,Male,High,Regular
56459,Tyler Lopez,Marcus6@gmail.com,3596390100,18,Male,Medium,Regular
67367,Tracy Carson,Leslie21@gmail.com,1828136935,26,Female,Medium,Regular
33661,Susan Lester,Tony93@gmail.com,7816833775,64,Female,Medium,Regular
28588,David Colon,Stephanie56@gmail.com,8319247172,47,Male,Low,Regular
62301,Travis Jones,Meghan23@gmail.com,9315106694,50,Female,Low,Regular
79517,Brittany Myers,Stephanie6@gmail.com,5340114699,62,Female,High,Regular
76133,Cathy Cooper,Andrew82@gmail.com,8479026556,21,Female,Medium,Regular
65159,Susan Vasquez,Emily42@gmail.com,7470976577,35,Female,Medium,Regular
17558,William Lee,Christine98@gmail.com,4257133898,68,Male,Low,Regular
95531,Holly Gordon,Wendy96@gmail.com,2954074868,43,Female,Low,Regular
36083,Fred Whitaker,Scott44@gmail.com,3207950518,69,Female,Medium,Regular
74812,David Johnson,Richard34@gmail.com,2045304682,61,Male,Low,Regular
84556,Rebecca Alvarado,Denise49@gmail.com,3274634766,40,Male,Medium,Regular
91124,Allen Calderon,Chelsea47@gmail.com,5060251518,33,Male,High,Regular
13082,Daniel Patel,Melissa66@gmail.com,4007365608,37,Male,High,Regular
29178,Robert Barnes,Jennifer98@gmail.com,5434425050,52,Male,Medium,Regular
68375,Savannah Casey,Michael19@gmail.com,7639570540,36,Male,Medium,Regular
42739,Maria Miller,Amanda19@gmail.com,9001048302,21,Male,Low,Regular
89187,Keith Wise,Amanda64@gmail.com,2729132651,28,Male,Medium,Regular
36687,Jonathan Humphrey,Gregory33@gmail.com,4414875788,58,Male,Low,Regular
24363,Jennifer Crawford,Isabel14@gmail.com,8529822826,21,Male,Low,Regular
31512,Natalie Melton,Bradley55@gmail.com,7043575564,67,Male,High,Regular
90471,Ann Walker,Stacy75@gmail.com,6966793456,31,Female,Medium,Regular
96361,Taylor Wright,Patrick39@gmail.com,1616388893,44,Male,High,Regular
78399,Linda Barnett,Amy11@gmail.com,2540762476,53,Female,Low,Regular
15015,Evan Henderson,Shelia39@gmail.com,6519757170,60,Male,Low,Regular
23951,Lisa Flores,William7@gmail.com,6758337430,28,Male,Medium,Regular
73394,Vickie Myers,John66@gmail.com,9509319347,28,Male,Medium,Regular
98991,Connie Murphy,Tony57@gmail.com,7624446513,26,Male,Low,Regular
74342,Alyssa Mitchell,Keith84@gmail.com,6499644897,20,Male,Medium,Regular
90915,Nancy Mcintyre,David95@gmail.com,9028209398,44,Male,Medium,Regular
97487,Joshua Brown,Nathan56@gmail.com,2079722173,36,Male,Low,Regular
47017,Mark Carter,Loretta15@gmail.com,6052767277,38,Male,Medium,Regular
85089,Charles Willis,Elizabeth61@gmail.com,4727214730,54,Male,Medium,Regular
93886,Shannon Sparks,Joseph80@gmail.com,6108099045,43,Female,Low,Regular
82024,David Rowe,Andrea26@gmail.com,6643820445,48,Female,Low,Regular
92619,Alex Medina,John85@gmail.com,6735970627,67,Male,High,Regular
61101,Gregory Wagner,James86@gmail.com,1532608093,60,Male,Medium,Regular
21798,Cynthia Mckenzie,Angel79@gmail.com,8554123482,53,Female,Medium,Regular
16615,Janet Gordon,James37@gmail.com,3453584559,41,Male,High,Regular
16049,Elizabeth Clark,Anna42@gmail.com,2699007429,20,Male,Medium,Regular
52839,Jerry Burns,Roy39@gmail.com,5811855277,46,Male,Low,Regular
55940,Theresa Harvey,Mitchell35@gmail.com,1596922964,32,Male,Low,Regular
35446,Pamela Campbell,Laura29@gmail.com,6821592084,48,Male,Medium,Regular
69500,Brian Ortiz,Zachary50@gmail.com,2657992773,61,Male,Low,Regular
28591,Theresa Diaz,Levi6@gmail.com,3566823896,24,Male,Medium,Regular
34792,Linda Smith,Kenneth94@gmail.com,4098753656,29,Male,High,Regular
69214,Carly Vega,Todd29@gmail.com,5063322928,31,Male,Medium,Regular
75243,Susan Juarez,Kara95@gmail.com,2723925334,44,Female,Low,Regular
40619,Robin Campbell,Tonya74@gmail.com,3550893930,19,Male,Medium,Regular
50357,Kathryn Martin,Jonathan37@gmail.com,7843252850,22,Male,Low,Regular
36084,Heather Johnson,Jasmin96@gmail.com,6352872686,39,Male,Low,Regular
57471,Rebecca Jones,Amber63@gmail.com,4253302009,65,Female,High,Regular
85291,Scott Porter,William51@gmail.com,3322434863,23,Female,Low,Regular
16683,Sara Martinez,Lisa82@gmail.com,7140029266,43,Male,Medium,Regular
30293,Kimberly Franklin,Nicole96@gmail.com,7750688117,67,Male,Medium,Regular
99944,Teresa Brown,Kathleen47@gmail.com,2797877746,20,Female,Low,Regular
60481,Renee Manning,Kevin60@gmail.com,3838883939,43,Female,Low,Regular
91698,Terry Gaines,Amber47@gmail.com,5151413711,58,Female,Low,Regular
44721,Rebekah Marsh,Ashley29@gmail.com,9342388581,36,Male,Medium,Regular
96867,Gerald Andrews,Sydney58@gmail.com,4733318648,21,Female,Medium,Regular
82671,Joshua Grimes,Jessica48@gmail.com,1126040209,50,Male,Medium,Regular
35547,William Thomas,Brad28@gmail.com,6290627159,59,Male,Low,Regular
50869,Christina Taylor,Sean72@gmail.com,2456044824,62,Male,Low,Regular
66893,Deanna Garrett,Yvonne25@gmail.com,2969209549,61,Male,Medium,Regular
42358,Melissa Williams,Katrina76@gmail.com,4493413740,67,Female,High,Regular
73353,Ryan Cook,Justin71@gmail.com,2751175665,63,Male,Medium,Regular
13610,Roberta Ford,Deborah81@gmail.com,7398691297,61,Male,Low,Regular
29811,Wyatt Spencer,Rebecca58@gmail.com,1383656077,64,Female,Low,Regular
79548,Patricia Nguyen,Ana58@gmail.com,5287072698,25,Male,Low,Regular
15597,Kelly Smith,Ellen26@gmail.com,8774216930,52,Female,Medium,Regular
27115,John Woods,Daniel43@gmail.com,2943631182,62,Male,Medium,Regular
73862,Deanna Johnson,Dana69@gmail.com,1803411094,47,Male,Low,Regular
26241,Jacqueline Thompson,Trevor57@gmail.com,6333941668,49,Male,Low,Regular
62489,Sarah Jenkins,Seth91@gmail.com,3942250195,69,Male,Medium,Regular
38393,Mario Sparks,Jeremy49@gmail.com,1307082373,49,Male,Medium,Regular
14771,Jennifer Rogers,Joseph72@gmail.com,5390815909,21,Male,Medium,Regular
89926,Javier Wright,Brian21@gmail.com,8210033594,70,Female,Low,Regular
93000,Justin Martin,Roger16@gmail.com,9130403971,22,Female,Low,Regular
99453,Catherine Poole,Ryan78@gmail.com,7642577456,36,Female,Low,Regular
60009,Diane Martinez,Jacqueline26@gmail.com,2246926095,31,Male,Low,Regular
30224,Mary Garcia,Alexander14@gmail.com,1574979080,43,Female,Low,Regular
74095,Michelle Johnston,Alexa61@gmail.com,5622213903,50,Male,Medium,Regular
24469,Christopher Whitney,Joel88@gmail.com,7946361397,34,Male,Medium,Regular
76027,Karen Hicks,Kimberly22@gmail.com,8482007324,54,Male,Low,Regular
68480,Jonathan Smith,Brandon80@gmail.com,5951911330,24,Female,High,Regular
31763,Robin Ramirez,Ruth41@gmail.com,3186758457,54,Male,Medium,Regular
18113,Erica Juarez,Molly20@gmail.com,4353427815,22,Male,Medium,Regular
57044,Lindsey Bowman,John39@gmail.com,4742422360,44,Male,Low,Regular
25041,Allison Wright,Rebecca78@gmail.com,5092794861,27,Female,High,Regular
30563,Pedro Estrada,Elizabeth30@gmail.com,1689710966,25,Female,Medium,Regular
45693,Melinda Moore,Amber3@gmail.com,2029915852,67,Male,Low,Regular
43571,Ryan Graham,Jose28@gmail.com,6531795462,18,Male,Low,Regular
66017,Christopher Parker,Chelsea47@gmail.com,3234082534,22,Male,Low,Regular
